CUI_ID,DrugBankID,DrugName
C0080778,DB02403,2-fluoroaniline
C0377530,DB02405,12-bromododecanoic acid
C0045436,DB02417,"2,4,6-tribromophenol"
C0066780,DB02423,thiopyrophosphate
C0061179,DB02424,geldanamycin
C0054734,DB02426,carboxyatractyloside
C0072852,DB02428,quinaldic acid
C0219220,DB02430,trehalose-6-phosphate
C0010734,DB02431,cytidine-5'-triphosphate
C0385961,DB02434,4-(2-thienyl)butyric acid
C0073796,DB02458,"s-(2,4-dinitrophenyl)glutathione"
C0122754,DB02460,hydrogenobyrinic acid
C0005106,DB02464,benzylamine
C0053301,DB02464,benzylamine
C1568782,DB02481,n-benzylformamide
C0046204,DB02486,2-hydroxyethyl disulfide
C0762193,DB02489,9-methylguanine
C0968193,DB02492,ghavamiol
C0668700,DB02496,1-deoxy-d-xylulose 5-phosphate
C0050078,DB02502,8-hydroxy-2'-deoxyguanosine
C0015637,DB02509,farnesol
C0040096,DB02513,thymol
C3651749,DB02517,d-glutamic acid
C0067673,DB02518,n-acetylalanine
C0012194,DB02520,ditiocarb
C0001455,DB02527,cyclic adenosine monophosphate
C0016904,DB02530,gamma-aminobutyric acid
C0063936,DB02531,isobutyric acid
C0389334,DB02534,2-allylphenol
C0139557,DB02543,pyrrole-2-carboxylate
C1258853,DB02545,fexaramine
C0672708,DB02546,vorinostat
C1722774,DB02552,geranyl diphosphate
C0771172,DB02556,d-phenylalanine
C0070915,DB02557,phosphoramidon
C0304481,DB02561,beta-d-fructopyranose
C0284959,DB02563,hexanoyl-coa
C0911464,DB02567,pd173955
C0338278,DB02568,peldesine
C0391054,DB02570,pd150606
C0127645,DB02577,mesoheme
C1529478,DB02578,glycyl-l-alpha-amino-epsilon-pimelyl-d-alanyl-d-alanine
C0101303,DB02579,acrylic acid
C1321887,DB02579,acrylic acid
C0917964,DB02587,colforsin
C0050362,DB02590,abequose
C0048924,DB02591,"5,6-dimethylbenzimidazole"
C0011485,DB02594,2'-deoxycytidine
C0912774,DB02595,bulgecin a
C0048387,DB02601,4-hydroxyphenylglycine
C0045967,DB02606,2-butanol
C1723405,DB02607,adenosine phosphonoacetic acid
C0067636,DB02608,n-acetyl-p-nitrophenylserinol
C0064677,DB02621,latrunculin a
C0257136,DB02624,homoserine lactone
C0145185,DB02638,terlipressin
C0060819,DB02640,fumagillin
C1721145,DB02643,"n-dodecyl-n,n-dimethyl-3-ammonio-1-propanesulfonate"
C0949755,DB02655,d-aspartic acid
C0251991,DB02656,ly-294002
C0061393,DB02657,glucosamine 6-phosphate
C0055568,DB02659,cholic acid
C0950896,DB02660,filaminast
C0044472,DB02671,1-methylimidazole
C0010502,DB02679,cyanamide
C0760209,DB02690,nu1025
C0017905,DB02691,glycocholic acid
C0377705,DB02699,4-oxoretinol
C0027996,DB02701,nicotinamide
C0028027,DB02701,nicotinamide
C1142101,DB02701,nicotinamide
C0016875,DB02703,fusidic acid
C0073096,DB02709,resveratrol
C0074909,DB02712,sorbinil
C0605321,DB02715,compound 18
C0055038,DB02717,cellotetraose
C0048417,DB02721,4-iodopyrazole
C1098086,DB02727,n-butyl-n'-hydroxyguanidine
C3848528,DB02731,ethylmercurithiosalicylic acid
C0050423,DB02736,acetamide
C0083136,DB02742,kifunensine
C0041984,DB02745,uridine
C0070968,DB02746,phthalic acid
C0072765,DB02749,pyromellitic acid
C0061626,DB02751,glycocyamine
C0072662,DB02757,pyrazole
C0038636,DB02772,sucrose
C1161331,DB02772,sucrose
C0033016,DB02789,pregnenolone
C0373704,DB02789,pregnenolone
C0063947,DB02793,isochorismic acid
C0048070,DB02795,p-anisic acid
C0050213,DB02796,9-deazainosine
C0047631,DB02797,3-nitrophenylboronic acid
C0768991,DB02804,a-98881
C0066234,DB02806,2-methoxyethanol
C0067454,DB02810,n-(2-acetamido)iminodiacetic acid
C0054571,DB02821,canaline
C0048125,DB02822,para-bromobenzyl alcohol
C0031681,DB02823,phosphonoacetic acid
C1138233,DB02828,5-fluorolevulinic acid
C0074581,DB02832,siroheme
C1565711,DB02834,idd552
C0053502,DB02839,"2,4-dihydroxybenzoic acid"
C0073841,DB02844,"s-adenosyl-1,8-diamino-3-thiooctane"
C2352088,DB02845,methylphosphinic acid
C0145629,DB02851,thiocamphor
C0058678,DB02852,domoic acid
C0107942,DB02855,n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline
C0018330,DB02857,guanosine
C0252474,DB02859,soraphen a
C0054549,DB02860,calyculin a
C0061391,DB02865,glucosamine 4-phosphate
C0049150,DB02866,dansylamide
C0534917,DB02871,3-butylthiolane 1-oxide
C0077077,DB02891,tricyclazole
C4534672,DB02893,d-methionine
C0025828,DB02896,methylthioinosine
C0038148,DB02901,stanolone
C0069343,DB02910,octanoyl-coenzyme a
C0890024,DB02922,hexafluoroacetone hydrate
C0071132,DB02925,piretanide
C4534673,DB02929,k201
C0058023,DB02935,diglyme
C0443770,DB02938,heptanoic acid
C0063568,DB02942,"inositol 1,3-bisphosphate"
C0060694,DB02948,fosmidomycin
C0541197,DB02950,hymenialdisine
C0063194,DB02951,3-hydroxypyruvic acid
C0045888,DB02952,alpha-aminoisobutyric acid
C0073358,DB02955,ricinoleic acid
C0000578,DB02959,oxitriptan
C0035417,DB02961,rhamnose
C0005050,DB02962,benzimidazole
C0053183,DB02962,benzimidazole
C0015101,DB02967,n-ethylmaleimide
C0076409,DB02969,4-methyl-5-hydroxyethylthiazole
C2933228,DB02974,4-(4-chlorophenyl)imidazole
C0119004,DB02975,ge-2270a
C0053455,DB02978,beta-hydroxyleucine
C0053923,DB02982,bombykol
C0006628,DB02994,cacodylic acid
C0025865,DB02998,methyltrienolone
C0080073,DB02999,quisqualate
C0070419,DB03001,peridinin
C0048414,DB03002,p-iodophenol
C0003814,DB03006,arsanilic acid
C0671160,DB03008,5-fluoro-beta-l-gulosyl fluoride
C0297960,DB03010,patupilone
C0023139,DB03017,lauric acid
C2744348,DB03018,"3,4-dimethylaniline"
C0251225,DB03021,ulapualide a
C0073901,DB03032,s-octylglutathione
C0028132,DB03040,nitrilotriacetic acid
C4534674,DB03044,1-(5-tert-butyl-2-p-tolyl-2h-pyrazol-3-yl)-3-[4-(2-morpholin-4-yl-ethoxy)-naphthalen-1-yl]-urea
C2001879,DB03051,tetrahydrofuran-2-carboxylic acid
C0057167,DB03052,dazoxiben
C0054122,DB03054,bromoform
C0024643,DB03057,malonaldehyde
C0649156,DB03058,2-aminobenzyl alcohol
C1138341,DB03060,sri-9662
C0664311,DB03064,"3-decyl-2,5-dioxo-4-hydroxy-3-pyrroline"
C3658295,DB03066,d-lactic acid
C0084253,DB03068,zebularine
C0047550,DB03073,3-methoxybenzamide
C0916188,DB03083,ic261
C1533643,DB03085,glycolic acid
C0034330,DB03088,pidolic acid
C0535648,DB03100,6-nitroindazole
C0074214,DB03106,scyllo-inositol
C0000392,DB03107,beta-alanine
C0046030,DB03110,2-chlorophenol
C0207900,DB03111,glucosamine 1-phosphate
C0048718,DB03120,para-toluene sulfonate
C0216854,DB03126,mant-adp
C0053140,DB03127,benzamidine
C0001041,DB03128,acetylcholine
C0523441,DB03128,acetylcholine
C2933642,DB03132,3-(2-benzothiazolylthio)-1-propanesulfonic acid
C0051325,DB03134,2-aminopimelic acid
C0136082,DB03138,perchlorate
C0129789,DB03144,n-omega-hydroxy-l-arginine
C0015540,DB03147,flavin adenine dinucleotide
C0982112,DB03156,d-glucuronic acid
C1120217,DB03157,"n,o-didansyl-l-tyrosine"
C0000983,DB03166,acetic acid
C0000985,DB03166,acetic acid
C1550049,DB03166,acetic acid
C0386917,DB03167,pentabromophenol
C0041286,DB03172,tubercidin
C0070892,DB03174,phosphonoacetaldehyde
C0001964,DB03175,propyl alcohol
C0175804,DB03175,propyl alcohol
C1312437,DB03176,kb-141
C2935723,DB03177,5-methylbenzimidazole
C0096333,DB03180,"4,5-dimethyl-1,2-phenylenediamine"
C0038229,DB03193,stearic acid
C0049620,DB03197,6-hydroxymethylpterin
C0037907,DB03203,sphingosine
C0066153,DB03205,pyrroloquinoline quinone
C2828284,DB03206,duvoglustat
C0030032,DB03209,oteracil
C0078274,DB03214,vinylglycine
C1122889,DB03218,n-acetyl-n'-beta-d-glucopyranosyl urea
C0058399,DB03223,diphthamide
C0040983,DB03226,trifluoroethanol
C0028032,DB03227,nicotinamide mononucleotide
C0051397,DB03229,2-oxo-4-methylpentanoic acid
C4043804,DB03238,"3,5-difluoroaniline"
C0758106,DB03243,4-fluorobenzylamine
C0016388,DB03247,flavin mononucleotide
C0911293,DB03251,rwj-51084
C0031428,DB03255,phenol
C0070570,DB03255,phenol
C0045191,DB03258,2'-deoxycytidine 5'-triphosphate
C0044046,DB03260,"1,6-diaminohexane"
C0615643,DB03263,thiocellobiose
C0017814,DB03266,glutaral
C0061530,DB03295,glutathionylspermidine
C0168584,DB03298,phenylphosphate
C0092271,DB03309,n-cyclohexyltaurine
C0061516,DB03310,glutathione disulfide
C0163272,DB03312,brivudine
C0055075,DB03313,cephalosporin c
C0044018,DB03316,"1,4-diethylene dioxide"
C0062213,DB03317,heme c
C0024658,DB03323,maltose
C0609910,DB03326,"deoxycytidylyl-3',5'-guanosine"
C1061346,DB03336,bia
C1704746,DB03336,bia
C4084959,DB03336,bia
C0077094,DB03347,triethyl phosphate
C0063034,DB03348,huperzine b
C1138342,DB03351,sri-9439
C0046252,DB03353,2-iminobiotin
C1571317,DB03354,"2-(beta-d-glucopyranosyl)-5-methyl-1,3,4-oxadiazole"
C0067779,DB03360,n-acetylproline
C0047196,DB03363,3-acetylpyridine adenine dinucleotide
C0020923,DB03366,imidazole
C0020924,DB03366,imidazole
C0620974,DB03369,9-aminophenanthrene
C0062615,DB03381,hexadecanal
C0048498,DB03385,4-methylimidazole
C0059089,DB03395,enalkiren
C0059767,DB03399,ethyl isocyanide
C0018988,DB03404,hemin
C0048571,DB03407,4-nitrocatechol
C0061060,DB03408,gamma-glutamylcysteine
C2744734,DB03409,octahydroindole-2-carboxylic acid
C0097101,DB03410,4-hydroxycoumarin
C0113510,DB03418,diacetyldeuteroheme
C0041917,DB03419,uracil
C0053355,DB03424,ubenimex
C0526002,DB03425,"2s,4r-4-methylglutamate"
C0969277,DB03428,su9516
C0007188,DB03429,cardiolipin
C0913743,DB03436,gallichrome
C0065390,DB03438,lysophosphatidylglycerol
C0633297,DB03458,"n(4)-adenosyl-n(4)-methyl-2,4-diaminobutanoic acid"
C0069076,DB03459,sparfosic acid
C0078288,DB03460,violaxanthin
C0040087,DB03462,thymine
C0068450,DB03467,naringenin
C0215172,DB03469,heme d
C0077418,DB03470,trypanothione
C0046287,DB03489,2-keto-3-deoxygluconate
C0049942,DB03493,7-methylguanosine
C0281603,DB03496,alvocidib
C0645096,DB03500,tricosanoic acid
C1528188,DB03509,2-(4-chlorophenyl)-5-quinoxalinecarboxamide
C0014652,DB03515,equilenin
C0098361,DB03516,eniluracil
C0025879,DB03518,mevalonic acid
C0280509,DB03523,brequinar
C0294252,DB03533,glycoluril
C0067848,DB03535,z-pro-prolinal
C0068967,DB03540,norcamphor
C0073905,DB03544,s-phosphocysteine
C0124134,DB03550,isopenicillin n
C0047729,DB03552,3-tyrosine
C0061506,DB03553,glutaric acid
C0049272,DB03554,5-iodouracil
C0048320,DB03560,p-hydroxybenzaldehyde
C0037871,DB03566,spermidine
C4521679,DB03567,alpha-n-acetyl-d-galactosamine
C0006523,DB03568,butyric acid
C0054312,DB03568,butyric acid
C1161319,DB03568,butyric acid
C0031381,DB03575,phencyclidine
C0202445,DB03575,phencyclidine
C0084260,DB03578,pyruvamide
C0061418,DB03581,glucose-6-phosphate
C0030078,DB03585,oxyphenbutazone
C0034338,DB03587,pyruvaldehyde
C0058374,DB03588,diphenylacetic acid
C0066027,DB03589,alpha-ketomalonic acid
C0011961,DB03590,"2,6-diaminopimelic acid"
C0043764,DB03594,"1,2,4-triazole"
C0057239,DB03600,capric acid
C0017697,DB03603,glucaric acid
C0046882,DB03604,tiratricol
C0012447,DB03608,diminazene
C1259655,DB03609,3-deoxyguanosine
C0080968,DB03612,3-hydroxybutyryl-coenzyme a
C0065844,DB03614,methylcobalamin
C0035554,DB03615,ribostamycin
C1506284,DB03616,kabiramide c
C0011479,DB03619,deoxycholic acid
C0001392,DB03627,adamantane
C0960893,DB03632,argifin
C0206794,DB03635,ethanesulfonic acid
C0047446,DB03640,beta-hydroxyaspartic acid
C0000407,DB03644,3-hydroxyanthranilic acid
C0299291,DB03646,"2,3-di-o-phytanyl-sn-glycerol"
C0071044,DB03651,picric acid
C3495137,DB03651,picric acid
C4508791,DB03656,tribenuron methyl
C0303836,DB03659,butylamine
C0044219,DB03668,1-(5'-phospho-beta-d-ribofuranosyl)barbituric acid
C0913745,DB03682,"dibenzofuran-4,6-dicarboxylic acid"
C0042002,DB03685,uridine monophosphate
C0067455,DB03693,n-(2-aminoethyl)-5-chloroisoquinoline-8-sulfonamide
C0054332,DB03695,piritrexim
C0023025,DB03696,lanosterol
C0075444,DB03699,succinyl-coenzyme a
C0164200,DB03701,vanoxerine
C0010569,DB03703,cyclohexanol
C0080557,DB03704,12-hydroxydodecanoic acid
C0001468,DB03708,adenosine 5'-phosphosulfate
C0067332,DB03709,bicine
C1744491,DB03716,5'-fluoro-5'-deoxyadenosine
C0049509,DB03718,6-aza-ump
C0056315,DB03727,coproporphyrin i
C0015081,DB03733,ethylene dichloride
C0914451,DB03734,xylarohydroxamate
C3714519,DB03740,n-acetyl-alpha-d-glucosamine
C0093410,DB03741,2-methylbutanoic acid
C0064094,DB03750,isovaleric acid
C0390300,DB03752,p-(2'-iodo-5'-thenoyl)hydrotropic acid
C0041175,DB03754,tromethamine
C2348308,DB03756,doconexent
C0207800,DB03758,radicicol
C0060311,DB03759,fg-9041
C0163115,DB03760,dihydrolipoic acid
C0016344,DB03761,5-fluoro-2'-deoxyuridine-5'-monophosphate
C0072186,DB03766,propanoic acid
C0064572,DB03776,lactaldehyde
C0031364,DB03783,phenacetin
C0053225,DB03793,benzoic acid
C1161334,DB03793,benzoic acid
C0030234,DB03796,palmitic acid
C0618380,DB03799,trifluoromethionine
C0045203,DB03800,2'-deoxyuridylic acid
C0062648,DB03808,hexamidine
C0966096,DB03810,3-methylglutamic acid
C0019607,DB03811,histidinol
C1176069,DB03815,fucitol
C0045472,DB03817,"2,4-diaminobutyric acid"
C0073980,DB03819,salicylhydroxamic acid
C0757172,DB03822,ethyl dihydrogen phosphate
C2348459,DB03823,epigallocatechin
C0073193,DB03825,rhodamine 6g
C0638510,DB03826,"5,6-diaminouracil"
C0969256,DB03841,y-700
C0016564,DB03843,formaldehyde
C0965855,DB03848,benzenesulfinic acid
C0968887,DB03849,cilomilast
C0659881,DB03850,jaspisamide a
C0055738,DB03852,eucalyptol
C4534675,DB03856,l-eflornithine
C0076470,DB03864,monothioglycerol
C0072287,DB03866,prostaglandin g2
C1258719,DB03868,3-dehydroquinic acid
C0215791,DB03880,batimastat
C1700732,DB03881,mt-immucillin-h
C0031499,DB03884,phenylpyruvic acid
C0005562,DB03886,biopterin
C0910448,DB03889,s-(n-hydroxy-n-bromophenylcarbamoyl)glutathione
C0065555,DB03895,malachite green
C0077266,DB03896,triphosphoric acid
C0076141,DB03900,2-methyl-2-propanol
C0069715,DB03902,oxalic acid
C0600422,DB03902,oxalic acid
C1144584,DB03902,oxalic acid
C0041942,DB03904,urea
C0523961,DB03904,urea
C0047786,DB03912,4'-phosphopantetheine
C0056075,DB03913,coenzyme f420
C3272707,DB03925,freselestat
C1880218,DB03929,d-serine
C0967436,DB03932,lfa703
C0029992,DB03940,oxamic acid
C0072489,DB03946,"3,4-dihydroxybenzoic acid"
C0089266,DB03955,1-deoxymannojirimycin
C0063575,DB03956,"inositol 2,4,5-trisphosphate"
C0055940,DB03966,clorobiocin
C0058632,DB03967,dodecyl sulfate
C4068474,DB03974,l-homoarginine
C0014983,DB03994,ethanolamine
C0059696,DB03994,ethanolamine
C0053407,DB03995,betadex
C4535730,DB04005,uridine 5'-triphosphate
C0908170,DB04014,alsterpaullone
C0009035,DB04017,clorgiline
C0139161,DB04026,pseudotropine
C2699543,DB04027,d-arginine
C0077601,DB04028,tyvelose
C0070630,DB04029,phenylalanine amide
C0630880,DB04036,coenzyme a persulfide
C0014705,DB04038,ergosterol
C0066397,DB04045,methylmalonyl-coenzyme a
C0066229,DB04046,methyl beta-galactoside
C2717609,DB04049,coelenteramide
C0910141,DB04051,5-phenylvaleric acid
C0080889,DB04052,"3,4-dimethylphenol"
C0260126,DB04053,hypophosphite
C1564920,DB04066,para-coumaric acid
C0049549,DB04070,6-deoxyerythronolide b
C1413867,DB04071,cpad
C3890391,DB04071,cpad
C3890392,DB04071,cpad
C0051398,DB04074,alpha-ketoisovalerate
C0020684,DB04076,hypoxanthine
C0121513,DB04079,"heptane-1,2,3-triol"
C4534676,DB04090,rh-1
C0384979,DB04092,apstatin
C1313827,DB04093,undecanal
C4042107,DB04094,4-hydroxy-2-butanone
C3659592,DB04095,9-deazahypoxanthine
C0283149,DB04098,balanol
C0047587,DB04103,3-methylcytosine
C0047569,DB04104,3-methyladenine
C0060696,DB04106,fotemustine
C0637567,DB04110,2-nitro-p-cresol
C0254502,DB04111,balhimycin
C0537575,DB04113,n-formylpiperidine
C0005117,DB04115,berberine
C0051211,DB04116,allolactose
C0003229,DB04124,aurodox
C0148753,DB04129,willardiine
C0062688,DB04132,s-hexylglutathione
C0063505,DB04143,indole-3-glycerol phosphate
C0028053,DB04145,nicotinyl alcohol
C0663812,DB04160,pyrophosphoric acid
C0072185,DB04161,propionamide
C0058426,DB04165,valpromide
C0051959,DB04166,anthranilic acid
C0050407,DB04167,aceglutamide
C0016745,DB04173,fructose
C3849927,DB04175,mdl-29951
C0005068,DB04179,benzofuran
C0537916,DB04179,benzofuran
C0025787,DB04183,methylmalonic acid
C3272966,DB04183,methylmalonic acid
C0069035,DB04185,norvaline
C0069355,DB04189,n2-(carboxyethyl)-l-arginine
C0174802,DB04191,skf 107457
C4067939,DB04193,l-homoserine
C0055322,DB04194,chitotriose
C0072579,DB04196,pteroic acid
C0060662,DB04198,formycin b
C0127061,DB04200,matairesinol
C0011588,DB04209,dequalinium
C0134796,DB04214,4-nitrophenyl phosphate
C0034392,DB04216,quercetin
C0124862,DB04217,l-2-amino-3-butynoic acid
C0632791,DB04220,cgp 4832
C0057899,DB04221,didecyldimethylammonium
C0037759,DB04222,sparsomycin
C0068821,DB04223,nitroarginine
C0028928,DB04224,oleic acid
C0048323,DB04242,p-hydroxybenzoic acid
C0006528,DB04250,butyrylthiocholine
C0097964,DB04253,tretazicar
C0069966,DB04257,palmitoleic acid
C0905598,DB04258,seocalcitol
C0647750,DB04261,carbamic acid
C0119053,DB04263,geneticin
C0058406,DB04267,dipicolinic acid
C0217787,DB04269,cyclotheonamide a
C0055819,DB04272,citric acid
C0201956,DB04272,citric acid
C1259606,DB04289,genz-10850
C0134352,DB04291,oxfenicine
C1122648,DB04295,n-benzoyl-n'-beta-d-glucopyranosyl urea
C0065571,DB04299,maleic acid
C0908956,DB04311,4-phenylbutylamine
C4535713,DB04313,(3s)-3-methyl-d-aspartic acid
C0044466,DB04314,1-methylcytosine
C0069690,DB04324,ovalicin
C0031399,DB04325,phenethylamine
C0070559,DB04325,phenethylamine
C0012324,DB04326,dihydroxyacetone phosphate
C0031618,DB04327,phosphatidylethanolamine
C1450468,DB04327,phosphatidylethanolamine
C0142221,DB04328,shikimate-3-phosphate
C0022248,DB04329,isoquinoline
C0244485,DB04329,isoquinoline
C0910067,DB04331,monastrol
C0069338,DB04333,octamethylenediamine
C0099238,DB04334,6-hydroxydopa quinone
C0021528,DB04335,inosine
C0761362,DB04336,1-(4-amidinophenyl)-3-(4-chlorophenyl)urea
C0066390,DB04337,methyl isocyanide
C0671378,DB04338,sb220025
C0006992,DB04339,carbocisteine
C0061762,DB04343,glyoxylic acid
C0099587,DB04345,"7,8-dimethylalloxazine"
C0383128,DB04347,3-dehydroshikimate
C0039358,DB04348,taurocholic acid
C0963828,DB04350,argadin
C0172471,DB04356,9-deazaguanine
C0619254,DB04361,methyldiazene
C0003753,DB04365,arecoline
C0385835,DB04367,debromohymenialdisine
C0965832,DB04368,bb-3497
C0073909,DB04370,s-sulphocysteine
C0664309,DB04374,"4-carboxy-5-(1-pentyl)hexylsulfanyl-1,2,3-triazole"
C0045968,DB04381,crotonaldehyde
C0047331,DB04385,3-deazacytidine
C1175241,DB04391,aeruginosin 98-b
C0076461,DB04396,thiodigalactoside
C0064582,DB04398,lactic acid
C0202115,DB04398,lactic acid
C1101634,DB04404,allosamizoline
C0627413,DB04410,3-phenylpropylamine
C0048581,DB04417,p-nitrophenol
C0101601,DB04418,adenylosuccinic acid
C0019878,DB04422,2-amino-4-mercapto-butyric acid
C0049776,DB04425,"7,8-dihydroneopterin"
C3253610,DB04429,4'-hydroxyflavanone
C0047392,DB04436,3-fluorotyrosine
C0068476,DB04440,nebularine
C0046111,DB04441,2-fluoroadenosine
C0065988,DB04445,mercuric iodide
C0012789,DB04447,"1,4-dithiothreitol"
C0051675,DB04452,aminoquinuride
C0054314,DB04454,alpha-aminobutyric acid
C4534677,DB04455,"n,n,n-trimethylglycinium"
C0052422,DB04456,arsenous acid
C0080883,DB04459,"3,4-dichloroisocoumarin"
C0163564,DB04461,coproporphyrinogen iii
C0027228,DB04464,n-formylmethionine
C0022949,DB04465,lactose
C1260222,DB04465,lactose
C1696723,DB04465,lactose
C2347999,DB04468,afimoxifene
C0086126,DB04485,deoxythymidine
C0061953,DB04489,guanidinoethylmercaptosuccinic acid
C0060775,DB04493,fructose-6-phosphate
C1143819,DB04495,ru81843
C1873248,DB04496,4-phospho-d-erythronohydroxamic acid
C0052537,DB04498,aspartate semialdehyde
C0047973,DB04500,4-acetamidobenzoic acid
C0644733,DB04501,camphane
C0055432,DB04506,chlorophyll b
C0046272,DB04512,2-isobutyl-3-methoxypyrazine
C0130379,DB04513,n-(6-aminohexyl)-5-chloro-1-naphthalenesulfonamide
C0058436,DB04517,dipyrromethane cofactor
C0054616,DB04519,caprylic acid
C0125022,DB04526,l-glycero-d-manno-heptopyranose
C0047445,DB04527,beta-hydroxyasparagine
C0045511,DB04528,"2,4-dinitrophenol"
C0021236,DB04532,indole
C0021242,DB04532,indole
C0650111,DB04533,2-amino-p-cresol
C2604479,DB04534,5-nitroindazole
C0061764,DB04539,glyphosate
C0008377,DB04540,cholesterol
C0201950,DB04540,cholesterol
C2827075,DB04545,afegostat
C0028067,DB04552,niflumic acid
C0051391,DB04553,2-oxobutanoic acid
C0003695,DB04557,arachidonic acid
C2316832,DB04557,arachidonic acid
C1096920,DB04560,"4,7-dioxosebacic acid"
C0077031,DB04562,tricarballylic acid
C0061387,DB04564,gluconolactone
C0021544,DB04566,inosinic acid
C0026651,DB04570,latamoxef
C0041086,DB04571,trioxsalen
C0039871,DB04572,thiotepa
C0014927,DB04573,estriol
C0337435,DB04573,estriol
C0059668,DB04574,estrone sulfate
C0034410,DB04575,quinestrol
C0085161,DB04576,fleroxacin
C0044305,DB04581,1-benzylimidazole
C0635449,DB04582,imazaquin
C0070670,DB04584,phenyldehydroalanine
C0045964,DB04586,2-bromophenol
C0667581,DB04594,3-hydroxyglutaric acid
C0051917,DB04599,aniracetam
C0049271,DB04604,5-iodotubercidin
C2933647,DB04605,5-aminoisoquinoline
C0001006,DB04619,acetophenone
C0050459,DB04619,acetophenone
C0010575,DB04620,cycloleucine
C0067730,DB04622,n-acetylhistamine
C0052231,DB04626,apramycin
C0056833,DB04627,cyclouridine
C0102250,DB04628,allosamidin
C0535167,DB04629,aplyronine a
C0002006,DB04630,aldosterone
C0373535,DB04630,aldosterone
C0052614,DB04631,atpenin a5
C0634706,DB04640,"naphthalene-2,6-disulfonic acid"
C0012049,DB04646,dibromothymoquinone
C0010124,DB04652,corticosterone
C0373588,DB04652,corticosterone
C0066142,DB04655,metoprine
C0007053,DB04657,carboxin
C0017889,DB04660,choline alfoscerate
C1259615,DB04662,olomoucine ii
C0910252,DB04664,cyclohexyl-pentyl-maltoside
C0010206,DB04665,coumarin
C0056689,DB04672,"cyclic 3',5'-thymidine monophosphate"
C0047041,DB04674,"2-hydroxy-3,5-diiodobenzoic acid"
C0057131,DB04676,dansyllysine
C0069359,DB04682,octylphenoxy polyethoxyethanol
C0006812,DB04690,camptothecin
C1609139,DB04695,farnesyl thiopyrophosphate
C0000481,DB04699,gamma-butyrolactone
C0019392,DB04703,hesperidin
C0046618,DB04704,20-hydroxycholesterol
C0967855,DB04707,hydroxyfasudil
C0021971,DB04711,iodipamide
C0064030,DB04714,isopentenyl pyrophosphate
C1955822,DB04725,licofelone
C1563655,DB04729,gentamicin c1a
C0008849,DB04734,citraconic acid
C0297597,DB04738,motuporin
C0067087,DB04741,myxothiazol
C0132515,DB04743,nimesulide
C0064698,DB04744,"2-hydroxy-1,4-naphthoquinone"
C1174685,DB04751,purvalanol a
C1311317,DB04774,reidispongiolide a
C0390445,DB04778,sc45647
C0038727,DB04780,sulfatide
C0391002,DB04781,5-hydroxyvaleric acid
C0075300,DB04785,streptolydigin
C0038880,DB04786,suramin
C1609964,DB04787,tanaproget
C0075778,DB04788,tagetitoxin
C3498054,DB04789,5-methyltetrahydrofolic acid
C0053570,DB04794,bifonazole
C0039757,DB04795,thenoyltrifluoroacetone
C2827203,DB04796,inecalcitol
C0966842,DB04798,thio-atpa
C0049326,DB04799,"5-n-undecyl-6-hydroxy-4,7-dioxobenzothiazole"
C0389798,DB04803,verdoheme
C0080321,DB04805,virginiamycin s1
C0027515,DB04808,neamine
C0053111,DB04812,benoxaprofen
C0005661,DB04813,bithionol
C0623554,DB04814,bunamiodyl
C0021978,DB04815,clioquinol
C0057135,DB04816,danthron
C0012586,DB04817,metamizole
C0022059,DB04818,iproniazid
C0025625,DB04819,methapyrilene
C0027999,DB04820,nialamide
C0028277,DB04821,nomifensine
C0069753,DB04822,oxeladin
C0031422,DB04823,oxyphenisatin
C0600489,DB04824,phenolphthalein
C0033059,DB04825,prenylamine
C0076382,DB04826,thenalidine
C0041964,DB04827,ethyl carbamate
C0078840,DB04828,zomepirac
C0024334,DB04829,lysergic acid diethylamide
C0202406,DB04829,lysergic acid diethylamide
C0006359,DB04830,buformin
C0040209,DB04831,ticrynafen
C0043479,DB04832,zimelidine
C0025627,DB04833,methaqualone
C0025628,DB04833,methaqualone
C0876716,DB04834,rapacuronium
C1667052,DB04835,maraviroc
C0051607,DB04836,amineptine
C0055904,DB04837,clofedanol
C0010525,DB04838,cyclandelate
C0056855,DB04839,cyproterone acetate
C0011082,DB04840,debrisoquin
C0016295,DB04841,flunarizine
C0016383,DB04842,fluspirilene
C0360172,DB04843,mepenzolate
C0039623,DB04844,tetrabenazine
C1135132,DB04845,ixabepilone
C0055021,DB04846,celiprolol
C4310578,DB04847,roxadustat
C4305837,DB04848,azd0947
C1698364,DB04849,cediranib
C2347645,DB04850,posizolid
C1522523,DB04851,biricodar dicitrate
C1100413,DB04852,implitapide
C0530859,DB04853,binodenoson
C0249529,DB04854,febuxostat
C0766326,DB04855,dronedarone
C0533979,DB04856,dexloxiglumide
C0965394,DB04857,brasofensine
C0208407,DB04858,tirapazamine
C1883595,DB04859,zanapezil
C1612082,DB04860,isatoribine
C0068475,DB04861,nebivolol
C1259637,DB04862,merimepodib
C0665278,DB04863,lefradafiban
C0063033,DB04864,huperzine a
C0062941,DB04865,omacetaxine mepesuccinate
C0062095,DB04866,halofuginone
C0753720,DB04867,lintitript
C1721377,DB04868,nilotinib
C1527839,DB04869,olcegepant
C0667047,DB04870,oleoyl-estrone
C2350948,DB04871,lorcaserin
C1138576,DB04872,osanetant
